time,value
2.798000,0.060932
2.799000,0.060871
2.800000,0.060810
2.801000,0.060749
2.802000,0.060689
2.803000,0.060628
2.804000,0.060567
2.805000,0.060507
2.806000,0.060446
2.807000,0.060386
2.808000,0.060326
2.809000,0.060265
2.810000,0.060205
2.811000,0.060145
2.812000,0.060085
2.813000,0.060025
2.814000,0.059965
2.815000,0.059905
2.816000,0.059845
2.817000,0.059785
2.818000,0.059725
2.819000,0.059666
2.820000,0.059606
2.821000,0.059546
2.822000,0.059487
2.823000,0.059427
2.824000,0.059368
2.825000,0.059309
2.826000,0.059249
2.827000,0.059190
2.828000,0.059131
2.829000,0.059072
2.830000,0.059013
2.831000,0.058954
2.832000,0.058895
2.833000,0.058836
2.834000,0.058777
2.835000,0.058719
2.836000,0.058660
2.837000,0.058601
2.838000,0.058543
2.839000,0.058484
2.840000,0.058426
2.841000,0.058367
2.842000,0.058309
2.843000,0.058251
2.844000,0.058192
2.845000,0.058134
2.846000,0.058076
2.847000,0.058018
2.848000,0.057960
2.849000,0.057902
2.850000,0.057844
2.851000,0.057787
2.852000,0.057729
2.853000,0.057671
2.854000,0.057613
2.855000,0.057556
2.856000,0.057498
2.857000,0.057441
2.858000,0.057383
2.859000,0.057326
2.860000,0.057269
2.861000,0.057212
2.862000,0.057154
2.863000,0.057097
2.864000,0.057040
2.865000,0.056983
2.866000,0.056926
2.867000,0.056869
2.868000,0.056812
2.869000,0.056756
2.870000,0.056699
2.871000,0.056642
2.872000,0.056586
2.873000,0.056529
2.874000,0.056473
2.875000,0.056416
2.876000,0.056360
2.877000,0.056303
2.878000,0.056247
2.879000,0.056191
2.880000,0.056135
2.881000,0.056079
2.882000,0.056023
2.883000,0.055967
2.884000,0.055911
2.885000,0.055855
2.886000,0.055799
2.887000,0.055743
2.888000,0.055687
2.889000,0.055632
2.890000,0.055576
2.891000,0.055521
2.892000,0.055465
2.893000,0.055410
2.894000,0.055354
2.895000,0.055299
2.896000,0.055244
2.897000,0.055189
2.898000,0.055133
2.899000,0.055078
2.900000,0.055023
2.901000,0.054968
2.902000,0.054913
2.903000,0.054858
2.904000,0.054804
2.905000,0.054749
2.906000,0.054694
2.907000,0.054639
2.908000,0.054585
2.909000,0.054530
2.910000,0.054476
2.911000,0.054421
2.912000,0.054367
2.913000,0.054313
2.914000,0.054258
2.915000,0.054204
2.916000,0.054150
2.917000,0.054096
2.918000,0.054042
2.919000,0.053988
2.920000,0.053934
2.921000,0.053880
2.922000,0.053826
2.923000,0.053772
2.924000,0.053718
2.925000,0.053665
2.926000,0.053611
2.927000,0.053557
2.928000,0.053504
2.929000,0.053450
2.930000,0.053397
2.931000,0.053344
2.932000,0.053290
2.933000,0.053237
2.934000,0.053184
2.935000,0.053131
2.936000,0.053078
2.937000,0.053025
2.938000,0.052972
2.939000,0.052919
2.940000,0.052866
2.941000,0.052813
2.942000,0.052760
2.943000,0.052707
2.944000,0.052655
2.945000,0.052602
2.946000,0.052549
2.947000,0.052497
2.948000,0.052444
2.949000,0.052392
2.950000,0.052340
2.951000,0.052287
2.952000,0.052235
2.953000,0.052183
2.954000,0.052131
2.955000,0.052079
2.956000,0.052027
2.957000,0.051975
2.958000,0.051923
2.959000,0.051871
2.960000,0.051819
2.961000,0.051767
2.962000,0.051715
2.963000,0.051664
2.964000,0.051612
2.965000,0.051560
2.966000,0.051509
2.967000,0.051457
2.968000,0.051406
2.969000,0.051355
2.970000,0.051303
2.971000,0.051252
2.972000,0.051201
2.973000,0.051150
2.974000,0.051099
2.975000,0.051047
2.976000,0.050996
2.977000,0.050945
2.978000,0.050895
2.979000,0.050844
2.980000,0.050793
2.981000,0.050742
2.982000,0.050691
2.983000,0.050641
2.984000,0.050590
2.985000,0.050540
2.986000,0.050489
2.987000,0.050439
2.988000,0.050388
2.989000,0.050338
2.990000,0.050287
2.991000,0.050237
2.992000,0.050187
2.993000,0.050137
2.994000,0.050087
2.995000,0.050037
2.996000,0.049987
2.997000,0.049937
2.998000,0.049887
2.999000,0.049837
3.000000,0.049787
